ORDER,First Name,Last Name,Mailing Street,Mailing City,Mailing State,Mailing Zip,Phone,Phone to Name,Phone Is Valid,Phone Line Type,Phone Is Prepaid,Phone Is Commercial,Address to Name,Address Is Valid,Address Type,Address Is Active,Address Is Commercial,Call Disposition
8121,Zenia,Belanger,4885 Jarvisville Road,Lansing,MI,48912,631-434-4405,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,3
8122,Scott,Killian,2304 Copperhead Road,Manchester,CT,6040,256-852-1908,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8123,Rodney,Collins,1085 Franklin Avenue,Daytona Beach,FL,32114,434-665-6629,Match,TRUE,Landline,FALSE,TRUE,No name found,TRUE,Multi unit,TRUE,TRUE,2
8124,Joanne,Crigler,1820 Lowes Alley,Columbus,OH,43201,703-869-3122,No match,TRUE,Landline,FALSE,TRUE,No name found,TRUE,PO box,TRUE,FALSE,2
8125,John,Johnson,4442 Westfall Avenue,Albuquerque,NM,87109,785-628-3051,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
8126,Bobby,Thomsen,611 Badger Pond Lane,Clearwater,FL,34623,262-526-4728,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8127,Edward,Orosco,46 Clark Street,Naperville,IL,60563,817-742-1897,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8128,Elaine,Martinez,4106 New Creek Road,Fort Wayne,IN,46865,909-336-5105,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
8129,Irene,Robinson,1163 Eastland Avenue,Jackson,MS,39201,413-423-7597,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8130,Ricardo,Nguyen,4498 Washington Street,Corpus Christi,TX,78476,513-282-1793,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8131,Anthony,Torres,4248 Calvin Street,Salisbury,MD,21804,480-218-2243,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
8132,Wendy,Osborne,1692 Bassell Avenue,Little Rock,AR,72205,423-275-2654,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,FALSE,1
8133,Elaine,Miller,993 Nelm Street,Herndon,VA,22070,802-746-6361,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
8134,Milton,Poorman,2369 Shinn Avenue,Uniontown,PA,15401,631-785-2944,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,Match,TRUE,Multi unit,FALSE,TRUE,2
8135,Michael,Schmidt,4928 Abner Road,Superior,WI,54880,330-824-2162,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
8136,Matthew,Shelby,4301 Steele Street,Bolingbrook,IL,60440,308-379-1889,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Unknown address type,Unknown,TRUE,6
8137,Richard,Thomas,534 McKinley Avenue,Denver,CO,80014,478-968-1277,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,3
8138,Vicki,Turgeon,1307 Harrison Street,San Francisco,CA,94143,270-226-0229,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8139,Shannon,Smith,3962 Ottis Street,Clinton,OK,73601,404-420-4171,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8140,Michael,Paiz,2756 Franklin Street,Dothan,AL,36303,321-574-0146,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Single unit,TRUE,TRUE,3
8141,John,Jones,1155 Lynn Ogden Lane,Galveston,TX,77551,914-282-0908,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
8142,Peter,Young,4261 Clover Drive,Colorado Springs,CO,80903,269-769-7029,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8143,Lane,Wright,1628 Ritter Avenue,Westland,MI,48185,337-374-0615,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
8144,Dorothea,Rivera,2078 Meadow Drive,Clinton,OK,73601,209-423-5804,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,4
8145,Sandra,Harris,1404 Carson Street,Lexington,KY,40507,607-776-2683,Match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8146,Elanor,Lovins,2443 Mutton Town Road,Seattle,WA,98133,580-582-8302,No match,TRUE,Non-fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,6
8147,Keith,Phillips,4163 Richison Drive,Lincoln,MT,59639,775-256-2408,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Unknown address type,Unknown,TRUE,1
8148,Clyde,Lilly,4697 Green Acres Road,Spring Hope,NC,27882,213-471-4848,Match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,Single unit,TRUE,TRUE,5
8149,Deborah,Lane,4994 Monroe Street,Houston,TX,77074,903-258-4034,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8150,Santo,Robinson,3635 Nickel Road,Alhambra,CA,91801,860-555-5941,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,5
8151,Robert,Alvarez,1059 Dovetail Estates,Eagletown,OK,74742,270-516-1857,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
8152,Marcus,Ceasar,1398 Doctors Drive,Los Angeles,CA,90045,678-856-4214,Match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,Single unit,TRUE,FALSE,1
8153,Robert,McCleary,1624 Asylum Avenue,Cheshire,CT,6410,630-527-8017,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8154,Chrystal,Johnson,2294 Jerry Dove Drive,Myrtle Beach,SC,29575,541-510-5833,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8155,Dena,Taylor,1855 Village View Drive,Fort Myers,FL,33901,641-748-2974,Match,TRUE,Landline,Unknown,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,6
8156,Jack,Whitt,1459 Chicago Avenue,Stockton,CA,95204,763-458-6677,No match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,6
8157,Jorge,Rust,194 Hill Street,Luckey,OH,43443,701-314-5499,Match,TRUE,Fixed VOIP,FALSE,TRUE,Not Valid Address,FALSE,Not Valid Address,Not Valid Address,Not Valid Address,3
8158,Erik,Haefner,2315 Fittro Street,Little Rock,AR,72211,334-722-2282,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,3
8159,Kelly,Maurer,1461 My Drive,New York,NY,10013,352-728-3143,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8160,Robert,Taylor,1936 Broadway Street,Hilton Head,SC,29926,225-356-3455,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8161,Gerald,Cronin,1581 Sharon Lane,South Bend,IN,46601,480-206-3144,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,5
8162,Samantha,Anderson,1496 South Street,Midland,TX,79701,616-712-6433,Match,TRUE,Non-fixed VOIP,TRUE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,5
8163,Leanne,Hopkins,1804 Boundary Street,Jacksonville,FL,32202,717-662-4286,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8164,Amanda,Alley,2081 Long Street,Ocala,FL,34474,330-201-8991,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8165,Louis,Carson,4102 Forest Avenue,New York,NY,10013,806-362-8924,No name found,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,5
8166,Matthew,Graham,3926 Comfort Court,Monroe,WI,53566,901-495-7663,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
8167,Lynne,Hager,4639 Kelly Drive,Charleston,WV,25301,304-691-3170,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8168,Etta,Seamons,419 Stutler Lane,Erie,PA,16505,360-326-8151,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,3
8169,Amy,Lester,263 Pin Oak Drive,Davenport,IA,52801,518-768-5301,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,4
8170,Lorene,Grahm,3942 Robinson Lane,Newark,OH,43055,518-397-3275,Match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,6
8171,Travis,McGuire,848 Dola Mine Road,Morrisville,NC,27560,305-790-9166,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8172,Albert,Willis,3886 Pick Street,Kremmling,CO,80459,423-559-1258,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8173,Howard,Holland,2102 Beechwood Drive,Columbia,MD,21044,720-488-1421,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8174,Jesse,Wiley,308 Emily Renzelli Boulevard,Salinas,CA,93907,417-209-6445,No match,TRUE,Tollfree,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8175,Jeffrey,Lehman,3984 Browning Lane,Binghamton,NY,13901,215-755-4338,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8176,Sarah,Martin,2908 Bruce Street,Saint Louis,MO,63146,610-614-0323,Not Valid,FALSE,No Type,No Phone,No Phone,Match,TRUE,Multi unit,TRUE,TRUE,2
8177,Laura,Jackson,3317 Norma Lane,Alexandria,LA,71301,919-992-1403,Match,TRUE,Fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,6
8178,Ester,Lawson,210 Agriculture Lane,Miami,FL,33144,334-253-5325,No name found,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,5
8179,Vince,Craig,2869 Hinkle Deegan Lake Road,Morris,NY,13808,484-584-6338,No match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,5
8180,Martha,Fernandes,4875 Bel Meadow Drive,Fontana,CA,92335,815-381-1783,No match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,6
8181,Anne,Boone,2450 Cherry Ridge Drive,Bloomfield Township,MI,48302,646-473-2208,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
8182,Rubye,Liston,2441 Penn Street,Ellsinore,MO,63937,843-290-9273,No match,TRUE,Mobile,Unknown,TRUE,Match,TRUE,Single unit,TRUE,FALSE,6
8183,Helen,Larose,3786 Rocky Road,Philadelphia,PA,19108,918-338-0532,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,2
8184,Barry,Youngblood,531 Shadowmar Drive,Kenner,LA,70062,818-741-0139,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Unknown address type,Unknown,TRUE,6
8185,Marina,Webb,1859 Mill Street,Tampa,FL,33610,907-552-6920,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,6
8186,Joe,Vanwagoner,353 Haven Lane,Grand Rapids,MI,49508,978-242-0191,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
8187,Roberta,Martinez,1387 Desert Broom Court,Newark,NJ,7102,408-494-4398,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8188,Rose,Stackhouse,392 Golf Course Drive,Alexandria,VA,22312,520-550-3280,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,4
8189,Kenneth,Saunders,3267 Pritchard Court,Owatonna,MN,55060,850-242-8223,Match,TRUE,Non-fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,2
8190,John,Cook,978 Byrd Lane,Albuquerque,NM,87112,631-242-4592,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8191,Alisha,Cameron,2138 August Lane,Shreveport,LA,71101,212-377-9784,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
8192,Darrell,Harvey,3265 Lonely Oak Drive,Mobile,AL,36602,303-325-0274,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8193,Stephen,Oakley,4582 Washington Street,Corpus Christi,TX,78476,646-313-0270,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8194,Christina,Riegel,4439 Brighton Circle Road,St Cloud,MN,56301,914-506-0429,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,5
8195,Francis,Matthews,4275 Sardis Station,Minneapolis,MN,55401,323-640-0079,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
8196,Anna,Fitch,2134 Barnes Street,Orlando,FL,32810,814-408-1882,Match,TRUE,Fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,1
8197,Adam,James,370 High Meadow Lane,Pittston,PA,18640,443-784-8801,Match,TRUE,Mobile,Unknown,FALSE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
8198,Linda,Ayers,1644 Ruckman Road,Oklahoma City,OK,73008,318-742-1874,No match,TRUE,Landline,FALSE,TRUE,No name found,TRUE,Unknown address type,Unknown,Unknow,6
8199,Christina,Brown,1587 Bedford Street,Birmingham,AL,35203,831-726-8341,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8200,Lisa,Veale,540 Sardis Station,Minneapolis,MN,55415,804-337-7901,No match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,1
8201,Megan,Giles,3715 Chipmunk Lane,Bangor,ME,4401,860-233-2470,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
8202,Natalie,Armor,4000 Oak Drive,Saratoga Springs,NY,12866,678-852-4139,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8203,Sara,Williams,4657 Oliverio Drive,Girard,KS,66743,781-390-1918,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
8204,James,Carrillo,4825 Vine Street,Chicago,IL,60631,516-975-1621,No match,TRUE,Fixed VOIP,FALSE,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
8205,William,Schulte,614 Joanne Lane,Westborough,MA,1581,717-567-5244,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
8206,Wilfred,Smallwood,1525 Bluff Street,Annapolis Junction,MD,20701,602-822-7217,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8207,Gladys,Wilson,3332 Stroop Hill Road,Atlanta,GA,30318,731-824-4746,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
8208,John,Jones,4135 Coulter Lane,Richmond,VA,23224,509-587-1608,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8209,Caitlin,Harris,4117 Cottonwood Lane,Grand Rapids,MI,49503,570-441-5184,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,2
8210,Johnna,Davis,4028 School Street,Washington,DC,20036,336-499-4859,Match,TRUE,Non-fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,5
8211,Carroll,Liu,4691 Jerry Dove Drive,Bennettsville,SC,29512,901-345-2568,Match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,FALSE,TRUE,6
8212,Luther,Burke,2486 Railroad Street,Marquette,MI,49855,785-219-6150,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No name found,TRUE,Unknown address type,TRUE,Unknow,1
8213,Helen,Ryan,486 Sherwood Circle,Lafayette,LA,70501,662-217-9679,Match,TRUE,Non-fixed VOIP,Unknown,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8214,Stephen,Cofer,1345 Jerome Avenue,Edinburg,TX,78539,309-499-7166,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
8215,Kenneth,Matthews,1415 Chardonnay Drive,Ocala,FL,34471,951-619-5659,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,Match,TRUE,Single unit,TRUE,FALSE,6
8216,Donald,Allen,1590 Rocket Drive,Golden Valley,MN,55427,228-273-6532,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Single unit,TRUE,FALSE,6
8217,Iris,Thompson,3446 Strother Street,Birmingham,AL,35203,914-401-3712,Match,TRUE,Mobile,Unknown,FALSE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
8218,Kenneth,Young,4268 Irish Lane,Cassville,WI,53806,814-246-5936,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,1
8219,Karen,Turner,3435 Hart Ridge Road,Saginaw,MI,48607,443-622-1234,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8220,Sandra,Barney,1734 Chandler Drive,Branson,MO,65616,309-851-3572,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
8221,Cleveland,Ritter,3451 Rhapsody Street,Gainesville,FL,32601,989-683-4379,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8222,Diane,Gibson,4607 University Street,Seattle,WA,98101,503-209-4679,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,PO box,TRUE,FALSE,6
8223,Charles,Brockington,3362 Thrash Trail,Pittsburg,TX,75686,845-221-8988,Match,TRUE,Non-fixed VOIP,TRUE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8224,William,Dudley,4089 Hardesty Street,Albany,NY,12207,978-369-1397,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8225,Johnathan,Stanford,1681 Norma Lane,Alexandria,LA,71301,205-939-7033,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8226,Stanley,Garibay,2727 Musgrave Street,Atlanta,GA,30305,616-977-4138,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8227,James,Clark,4924 Wexford Way,Columbia,SC,29210,254-947-6178,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8228,Ronnie,Mateer,4321 James Street,Albion,NY,14411,360-761-6008,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8229,Trina,Scott,4819 Big Indian,Metairie,LA,70001,816-930-9593,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8230,Richard,Roach,4841 Thunder Road,San Francisco,CA,94108,941-270-3634,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8231,Manuel,Davis,3651 Thorn Street,Cheyenne,WY,82001,573-884-7346,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
8232,Jennifer,Charron,4248 Columbia Road,Newark,DE,19711,267-756-6132,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
8233,Stephanie,Francis,1101 Viking Drive,Carroll,OH,43112,954-662-6673,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
8234,Mark,Leonard,4882 Blue Spruce Lane,Towson,MD,21204,248-730-9229,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
8235,Carole,Johnson,3933 Garrett Street,Grand Rapids,MI,49503,215-439-1236,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,3
8236,Brandi,Miller,1218 Crim Lane,Dayton,OH,45402,320-745-8226,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8237,Kizzy,Saddler,1713 Alpha Avenue,Fernandina Beach,FL,32034,785-794-6479,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8238,Roberta,Bernard,1678 Florence Street,Gordonville,TX,76245,920-477-9893,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
8239,Armand,Jones,332 University Street,Seattle,WA,98161,239-277-0040,No match,TRUE,Fixed VOIP,FALSE,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
8240,Dimple,Millman,3342 Hartland Avenue,Appleton,WI,54911,847-881-0830,Match,TRUE,Mobile,Unknown,FALSE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
8241,Gary,Greer,1943 Joanne Lane,Lowell,MA,1852,952-215-9215,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,1
8242,David,Hawkins,4432 Smith Street,Carver,MA,2330,510-888-1463,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
8243,Stephanie,Fairchild,2666 Pratt Avenue,Portland,WA,97205,703-873-8945,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
8244,Bradley,Jones,2577 Broaddus Avenue,Radcliff,KY,40160,518-464-0429,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8245,Zachary,Hernandez,4481 Courtright Street,Regent,ND,58650,701-262-8717,No match,TRUE,Mobile,Unknown,FALSE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
8246,Anna,Rickman,3994 Saint Marys Avenue,Syracuse,NY,13202,540-674-1049,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8247,Danny,Halle,4746 Boone Street,Corpus Christi,TX,78476,651-989-7685,No match,TRUE,Non-fixed VOIP,TRUE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,6
8248,David,Smith,952 Waterview Lane,Santa Fe,NM,87501,815-343-8706,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,FALSE,2
8249,Shelby,Swanson,1296 Roane Avenue,Hyattsville,MD,20781,360-733-9659,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,Not Valid Address,FALSE,Not Valid Address,Not Valid Address,Not Valid Address,2
8250,Albert,Jarvis,3114 Charmaine Lane,Amarillo,TX,79107,662-648-6689,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8251,George,Alcaraz,267 Oxford Court,Greenwood,MS,38903,207-783-3458,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
8252,Heather,Ingram,653 John Calvin Drive,Chicago,IL,60606,703-429-1931,No match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,Single unit,TRUE,TRUE,2
8253,Andrew,Miller,4579 Chestnut Street,Tampa,FL,33619,760-844-2587,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
8254,Machelle,Craig,4464 Parkway Drive,Scottsdale,AZ,85256,678-405-2738,Match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,1
8255,Annie,Shaw,4172 West Side Avenue,Bayonne,NJ,7002,612-381-7987,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,FALSE,4
8256,Barbara,Patrick,1052 Blackwell Street,Galena,AK,99506,269-727-5034,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
8257,Michael,Keller,4874 Kembery Drive,Chicago,IL,60605,908-273-5711,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
8258,Theodore,Erhardt,3873 Massachusetts Avenue,Washington,DC,20036,716-490-4685,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
8259,Emmanuel,Walsh,1095 Willis Avenue,Daytona Beach,FL,32114,903-268-1243,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,3
8260,Lara,Haupt,1757 My Drive,Long Island City,NY,11101,281-446-7568,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
8261,Daniel,Darling,4666 Meadow View Drive,East Hartford,CT,6118,906-312-8630,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,5
8262,Michael,Thomas,1131 Sunset Drive,Brinkley,AR,72335,330-479-6034,No match,TRUE,Fixed VOIP,FALSE,TRUE,No name found,TRUE,PO box,TRUE,FALSE,2
8263,Tanya,Wynn,4876 Meadowcrest Lane,Lexington,KY,40507,770-474-7988,Match,TRUE,Mobile,Unknown,FALSE,No match,TRUE,Single unit,TRUE,TRUE,1
8264,Kirby,Soule,1644 Irving Place,O Fallon,MO,63366,805-345-5979,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,FALSE,TRUE,3
8265,Donna,Roberts,2180 Oak Way,Clearwater,NE,68726,612-299-4148,Match,TRUE,Non-fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,6
8266,Donna,Maxim,3079 Forest Drive,Mclean,VA,22101,214-721-0858,Match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,2
8267,Donna,Beasley,4917 McDonald Avenue,Orlando,FL,32803,518-288-7073,No match,TRUE,Mobile,Unknown,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
8268,Nicholas,Read,4000 Giraffe Hill Drive,Grand Prairie,TX,75051,919-450-6052,No match,TRUE,Fixed VOIP,FALSE,FALSE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,2
8269,Jeffrey,Torres,1675 Brownton Road,Greenville,MS,38701,336-951-2933,Not Valid,FALSE,No Type,No Phone,No Phone,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
